datetime,ret_strategy,trade_cost,ret_net,equity,turnover
2024-01-01 00:00:00,0.0,-0.0004,-0.0004,0.9996,0.5
2024-01-01 00:01:00,-0.0010574650224143833,-0.0004,-0.0014574650224143833,0.9981431179635946,0.5
2024-01-01 00:02:00,-0.00025401918226519715,-0.0,-0.00025401918226519715,0.9978895704649858,0.0
2024-01-01 00:03:00,-0.0006987172537399888,-0.0,-0.0006987172537399888,0.9971923278047747,0.0
2024-01-01 00:04:00,-0.00011369597225008299,-0.0,-0.00011369597225008299,0.9970789510535446,0.0
2024-01-01 00:05:00,0.0003874268535143388,-0.0,0.0003874268535143388,0.9974652462142566,0.0
2024-01-01 00:06:00,-0.0005253388168830475,-0.0,-0.0005253388168830475,0.9969412390019283,0.0
2024-01-01 00:07:00,-0.0003605423244353867,-0.0,-0.0003605423244353867,0.9965817994902931,0.0
2024-01-01 00:08:00,-0.0006113498518727778,-0.0,-0.0006113498518727778,0.9959725393547957,0.0
2024-01-01 00:09:00,0.0008017897111480821,-0.0,0.0008017897111480821,0.9967710998894364,0.0
2024-01-01 00:10:00,0.00034833621157714934,-0.0,0.00034833621157714934,0.9971183113581813,0.0
2024-01-01 00:11:00,0.0001257520613338059,-0.0,0.0001257520613338059,0.9972437010412283,0.0
2024-01-01 00:12:00,0.0007848321297875827,-0.0,0.0007848321297875827,0.9980263699390338,0.0
2024-01-01 00:13:00,-0.00042838484103280283,-0.0,-0.00042838484103280283,0.9975988305712009,0.0
2024-01-01 00:14:00,0.00035991709875154987,-0.0,0.00035991709875154987,0.9979578834480181,0.0
2024-01-01 00:15:00,-0.0012913782936262441,-0.0,-0.0012913782936262441,0.9966691422993801,0.0
2024-01-01 00:16:00,0.0010562132645289268,-0.0,0.0010562132645289268,0.9977218374678233,0.0
2024-01-01 00:17:00,-0.0006017505519119726,-0.0,-0.0006017505519119726,0.9971214578014723,0.0
2024-01-01 00:18:00,-0.0010202928569950087,-0.0,-0.0010202928569950087,0.996104101900521,0.0
2024-01-01 00:19:00,0.0011052185909381507,-0.0,0.0011052185909381507,0.9972050146724513,0.0
2024-01-01 00:20:00,0.0004113506768380071,-0.0,0.0004113506768380071,0.997615215630183,0.0
2024-01-01 00:21:00,-0.00018958934629126345,-0.0,-0.00018958934629126345,0.9974260784136013,0.0
2024-01-01 00:22:00,-0.0007129588528392294,-0.0,-0.0007129588528392294,0.9967149546609437,0.0
2024-01-01 00:23:00,-9.60092381523392e-05,-0.0,-9.60092381523392e-05,0.9966192608174916,0.0
